Panel Index,Insp Time,Panel Barcode,Board Id,Board Barcode,Comp.Name,Pin Number,Pad ID,Height,Area,Area(%),Volume,Volume(%),Offset X,Offset Y,Result
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C229,2,121,6.184,488.1117,99.3407,2716.5224,110.5736,-0.0503,0.1255,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C230,1,122,4.8909,472.2876,96.1202,2120.378,78.4619,0.9513,-0.4767,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C230,2,123,4.8735,464.3756,94.5099,2086.9012,77.2231,0.8097,-0.4307,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C231,1,124,5.9485,497.5453,101.2607,2647.4594,107.7624,-0.1823,0.4184,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C231,2,125,5.8408,490.8505,99.8981,2596.0694,105.6707,-0.1288,0.2905,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C232,1,126,5.6681,489.6333,99.6504,2537.6184,93.9013,0.8238,-0.6583,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C232,2,127,5.4449,481.4169,97.9782,2411.4928,89.2342,0.746,-0.6208,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C233,1,128,5.847,1219.0621,107.1512,6458.5726,113.5371,0.478,0.6598,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C233,2,129,5.9339,1144.5064,100.598,6231.4628,109.5447,-0.076,-0.0713,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C234,1,130,5.8747,1988.964,105.0082,10714.6115,113.1365,0.2957,-0.14,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C234,2,131,6.2504,2092.429,110.4707,11676.8944,123.2973,-0.0789,-1.7632,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C235,1,132,6.0253,1980.4433,104.5583,10915.4441,115.2571,0.5082,0.0276,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C235,2,133,6.0913,2109.4704,111.3704,11465.7074,121.0674,0.5967,-1.5015,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C236,1,134,5.0604,472.8963,96.2441,2201.1867,81.4521,0.8497,-0.5352,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C236,2,135,5.2496,455.8549,92.7758,2188.56,80.9849,0.4421,-0.5083,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C237,1,136,5.5065,486.2858,98.9691,2430.1078,98.9154,0.2178,0.171,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C237,2,137,5.4907,472.2876,96.1202,2349.4039,95.6304,-0.0108,0.1137,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C238,1,138,7.1198,528.2805,107.5159,3354.9788,124.1467,0.6519,-0.8807,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C238,2,139,6.5349,499.6754,101.6942,2946.0882,109.0162,0.8045,-0.4902,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C239,1,140,4.9433,463.767,94.3861,2122.0352,86.3755,0.5035,-0.7533,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C239,2,141,4.9817,500.8927,101.9419,2265.3396,92.2086,0.601,-1.3563,Good
